level,a,a_title,a_cat,a_col,a_keys,b,b_title,b_cat,b_col,b_keys,matched,match_rate,dropped_a,dropped_b,sample_matched,sample_unmatched
emd,15157800,경상북도 영천시_의료기기판매업소 현황,보건 - 보건의료,addr,16,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,7,1.0,9,0,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|망정동|영천시|문외동|영천시|봉동|영천시|상가동|영천시|야사동
emd,15157807,경상북도 영천시_동네 체육시설 현황,문화체육관광 - 체육,lotAddr,39,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,7,1.0,32,0,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|과전동|영천시|교촌동|영천시|금노동|영천시|남부동|영천시|녹전동
emd,15157807,경상북도 영천시_동네 체육시설 현황,문화체육관광 - 체육,lotAddr,39,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,32,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|과전동|영천시|교촌동|영천시|금노동|영천시|남부동|영천시|녹전동
emd,15157809,경상북도 영천시_직업소개소 현황,지역개발 - 지역및도시,roadAddr,7,15157822,경상북도 영천시_부동산중개업 현황,지역개발 - 지역및도시,addr,21,7,1.0,0,14,영천시|고경면|영천시|구읍|영천시|금호읍|영천시|신녕면|영천시|중앙동,영천시|금노동|영천시|대창면|영천시|도동|영천시|망정동|영천시|문내동
emd,15157812,경상북도 영천시_제설(모래) 배치현황,공공질서및안전 - 안전관리,dept,11,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,7,1.0,4,0,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|임고면|영천시|자양면|영천시|화남면|영천시|화북면
emd,15157812,경상북도 영천시_제설(모래) 배치현황,공공질서및안전 - 안전관리,dept,11,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,4,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|대창면|영천시|신녕면|영천시|자양면|영천시|화북면
emd,15157816,경상북도 영천시_강우량시설 현황,환경 - 대기,lotAddr,13,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,7,1.0,6,0,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|문외동|영천시|범어동|영천시|임고면|영천시|자양면|영천시|화남면
emd,15157816,경상북도 영천시_강우량시설 현황,환경 - 대기,lotAddr,13,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,6,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|대창면|영천시|문외동|영천시|범어동|영천시|신녕면|영천시|자양면
emd,15157817,경상북도 영천시_면직물 생산공장 현황,산업·통상·중소기업 - 산업·중소기업일반,lotAddr,14,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,7,1.0,7,0,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|녹전동|영천시|망정동|영천시|신기동|영천시|언하동|영천시|임고면
emd,15157817,경상북도 영천시_면직물 생산공장 현황,산업·통상·중소기업 - 산업·중소기업일반,lotAddr,14,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,7,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|녹전동|영천시|대창면|영천시|망정동|영천시|신기동|영천시|신녕면
emd,15157822,경상북도 영천시_부동산중개업 현황,지역개발 - 지역및도시,addr,21,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,7,1.0,14,0,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|구읍|영천시|금노동|영천시|도동|영천시|망정동|영천시|문내동
emd,15157822,경상북도 영천시_부동산중개업 현황,지역개발 - 지역및도시,addr,21,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,14,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|구읍|영천시|금노동|영천시|대창면|영천시|도동|영천시|망정동
emd,15157824,경상북도 영천시_마을회관현황,사회복지 - 사회복지일반,addr,11,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,7,1.0,4,0,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|임고면|영천시|자양면|영천시|화남면|영천시|화북면
emd,15157824,경상북도 영천시_마을회관현황,사회복지 - 사회복지일반,addr,11,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,4,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|대창면|영천시|신녕면|영천시|자양면|영천시|화북면
emd,15157827,경상북도 영천시_전문건설업 현황,지역개발 - 산업단지,roadAddr,13,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,7,1.0,6,0,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|도동|영천시|석동|영천시|임고면|영천시|중앙동|영천시|화남면
emd,15157827,경상북도 영천시_전문건설업 현황,지역개발 - 산업단지,roadAddr,13,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,6,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|대창면|영천시|도동|영천시|석동|영천시|신녕면|영천시|중앙동
emd,15157829,경상북도 영천시_상수도원격검침 지역별 현황,지역개발 - 수자원,area,16,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,7,1.0,9,0,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|남부동|영천시|동부동|영천시|서부동|영천시|완산동|영천시|임고면
emd,15157829,경상북도 영천시_상수도원격검침 지역별 현황,지역개발 - 수자원,area,16,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,9,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|남부동|영천시|대창면|영천시|동부동|영천시|서부동|영천시|신녕면
emd,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,15157833,경상북도 영천시_저수지 보수보강 현황,농림 - 농업·농촌,addr,21,7,1.0,0,14,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|괴연동|영천시|금노동|영천시|도림동|영천시|망정동|영천시|본촌동
emd,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,15157837,경상북도 영천시_새마을회관 현황,일반공공행정 - 일반행정,lotAddr,23,7,1.0,0,16,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|교촌동|영천시|대전동|영천시|도남동|영천시|범어동|영천시|서산동
emd,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,ep_YeongcheonCCTV,경상북도 영천시_CCTV 현황,일반공공행정 - 일반행정,lotAddr,40,7,1.0,0,33,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|과전동|영천시|괴연동|영천시|교촌동|영천시|금노동|영천시|녹전동
emd,15157832,경상북도 영천시_경질유 중질유 사용업체현황,환경 - 대기,addr,7,ep_YeongcheonRestaurants,경상북도 영천시_일반음식점현황,보건 - 식품의약안전,lotAddr,37,7,1.0,0,30,영천시|고경면|영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면,영천시|과전동|영천시|괴연동|영천시|교촌동|영천시|금노동|영천시|도남동
emd,15157833,경상북도 영천시_저수지 보수보강 현황,농림 - 농업·농촌,addr,21,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,14,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|괴연동|영천시|금노동|영천시|대창면|영천시|도림동|영천시|망정동
emd,15157837,경상북도 영천시_새마을회관 현황,일반공공행정 - 일반행정,lotAddr,23,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,16,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|교촌동|영천시|대전동|영천시|대창면|영천시|도남동|영천시|범어동
emd,ep_YeongcheonCCTV,경상북도 영천시_CCTV 현황,일반공공행정 - 일반행정,lotAddr,40,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,33,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|과전동|영천시|괴연동|영천시|교촌동|영천시|금노동|영천시|녹전동
emd,ep_YeongcheonRestaurants,경상북도 영천시_일반음식점현황,보건 - 식품의약안전,lotAddr,37,ep_YeongchoenSeniorwelfare,경상북도 영천시_노인복지시설 현황,사회복지 - 노인·청소년,roadAddr,7,7,1.0,30,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|임고면|영천시|청통면,영천시|과전동|영천시|괴연동|영천시|교촌동|영천시|금노동|영천시|대창면
sgg,15000736_getHsptlBassInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,22,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,6,1.0,16,0,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|김천시
sgg,15000736_getHsptlMdcncFullDown,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,22,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,6,1.0,16,0,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|김천시
sgg,15000736_getHsptlMdcncListInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,22,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,6,1.0,16,0,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|김천시
sgg,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,15124615,경상북도 상주시_계약 정보,일반공공행정 - 일반행정,CNTRCT_TRGET_LC,23,6,1.0,0,17,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|군위군
sgg,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,15139566,경상북도 포항시_방문 거주지 현황,일반공공행정 - 지방행정·재정지원,signgu,22,6,1.0,0,16,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|김천시
sgg,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,15139573,경상북도 포항시_생활 인구 거주지 현황,일반공공행정 - 지방행정·재정지원,signgu,22,6,1.0,0,16,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|김천시
sgg,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,15143263,경상북도_마을기업 조회 현황,교통및물류 - 물류등기타,area,22,6,1.0,0,16,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|김천시
sgg,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,15143264,경상북도_시군별 주민센터 현황,일반공공행정 - 일반행정,addr,22,6,1.0,0,16,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|김천시
sgg,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,15143265,경상북도_공중화장실 정보 조회,보건 - 보건의료,roadaddr,22,6,1.0,0,16,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|김천시
sgg,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,15143756,경상북도_사회적기업 현황조회,교통및물류 - 물류등기타,roadaddr,22,6,1.0,0,16,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|김천시
sgg,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,15143780,경상북도_어린이보호구역 정보조회,사회복지 - 보육·가족및여성,roadaddr,22,6,1.0,0,16,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|김천시
sgg,15124609,경상북도 상주시_일반 음식점,문화체육관광 - 관광,BSSH_NM,6,15143795,경상북도_노인복지시설 현황조회,사회복지 - 노인·청소년,fcltAddr,22,6,1.0,0,16,문경시|상주시|성주군|안동시|영양군,경산시|경주시|고령군|구미시|김천시
emd,15000736_getHsptlBassInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,286,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,6,1.0,280,0,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncFullDown,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,288,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,6,1.0,282,0,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncListInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,308,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,6,1.0,302,0,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15109381,경상북도 경주시_관광지 현황,문화체육관광 - 관광,ADRES,33,15109581,경상북도 경주시_전망포인트,문화체육관광 - 관광,LC,6,6,1.0,27,0,경주시|감포읍|경주시|배동|경주시|산내면|경주시|서악동|경주시|석장동,경주시|강동면|경주시|건천읍|경주시|교동|경주시|구황동|경주시|남산동
emd,15109581,경상북도 경주시_전망포인트,문화체육관광 - 관광,LC,6,15143265,경상북도_공중화장실 정보 조회,보건 - 보건의료,addr,437,6,1.0,0,431,경주시|감포읍|경주시|배동|경주시|산내면|경주시|서악동|경주시|석장동,경산시|갑제동|경산시|계양동|경산시|남산면|경산시|남천면|경산시|대평동
emd,15110872,경상북도 영주시_안심식당 현황,문화체육관광 - 관광,ADRES,9,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,6,1.0,3,0,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,영주시|단산면|영주시|이산면|영주시|장수면
emd,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,15110883,경상북도 영주시_보건지소 및 진료소 현황,보건 - 보건의료,LC,10,6,1.0,0,4,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,영주시|단산면|영주시|이산면|영주시|장수면|영주시|평은면
emd,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,15110884,경상북도 영주시_모자보건사업실적,보건 - 보건의료,SIGNGU_NM,12,6,1.0,0,6,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,영주시|단산면|영주시|상망동|영주시|이산면|영주시|장수면|영주시|평은면
emd,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,15110916,경상북도 영주시_건물재산,지역개발 - 지역및도시,LOCPLC,23,6,1.0,0,17,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,영주시|가흥동|영주시|고현동|영주시|단산면|영주시|문정동|영주시|상망동
emd,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,15110920,경상북도 영주시_태양광발전사업 허가내역,산업·통상·중소기업 - 에너지및자원개발,INSTL_PLACE,19,6,1.0,0,13,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,영주시|가흥동|영주시|고현동|영주시|단산면|영주시|문정동|영주시|상망동
emd,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,15110924,경상북도 영주시_농어촌민박 신고대장,문화체육관광 - 문화체육관광일반,RDNMADR,9,6,1.0,0,3,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,영주시|단산면|영주시|이산면|영주시|평은면
emd,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,15143264,경상북도_시군별 주민센터 현황,일반공공행정 - 일반행정,addr,230,6,1.0,0,224,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,경산시|남산면|경산시|남천면|경산시|압량읍|경산시|와촌면|경산시|용성면
emd,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,15143265,경상북도_공중화장실 정보 조회,보건 - 보건의료,addr,437,6,1.0,0,431,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,경산시|갑제동|경산시|계양동|경산시|남산면|경산시|남천면|경산시|대평동
emd,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,15143756,경상북도_사회적기업 현황조회,교통및물류 - 물류등기타,roadaddr,124,6,1.0,0,118,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,경산시|남산면|경산시|압량읍|경산시|와촌면|경산시|용성면|경산시|자인면
emd,15110877,경상북도 영주시_영주맛집 현황,문화체육관광 - 관광,ADRES,6,15143780,경상북도_어린이보호구역 정보조회,사회복지 - 보육·가족및여성,addr,227,6,1.0,0,221,영주시|문수면|영주시|봉현면|영주시|부석면|영주시|순흥면|영주시|안정면,김천시|감문면|김천시|감천면|김천시|개령면|김천시|구성면|김천시|남면
emd,15000736_getHsptlBassInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,286,15097251,경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,환경 - 환경일반,locplc,5,5,1.0,281,0,구미시|고아읍|구미시|도개면|구미시|산동읍|구미시|선산읍|구미시|해평면,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlBassInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,286,15110898,경상북도 영주시_장기요양시설,사회복지 - 사회복지일반,ADRES,5,5,1.0,281,0,영주시|문수면|영주시|순흥면|영주시|영주동|영주시|풍기읍|영주시|휴천동,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlBassInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,286,15110899,경상북도 영주시_장애인복지시설,사회복지 - 사회복지일반,RDNMADR,5,5,1.0,281,0,영주시|단산면|영주시|문수면|영주시|안정면|영주시|이산면|영주시|풍기읍,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlBassInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,286,ep_YeongcheonMedicalfacility,경상북도 영천시_의료기관현황,보건 - 식품의약안전,addr,5,5,1.0,281,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|신녕면|영천시|완산동,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncFullDown,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,288,15097251,경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,환경 - 환경일반,locplc,5,5,1.0,283,0,구미시|고아읍|구미시|도개면|구미시|산동읍|구미시|선산읍|구미시|해평면,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncFullDown,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,288,15110898,경상북도 영주시_장기요양시설,사회복지 - 사회복지일반,ADRES,5,5,1.0,283,0,영주시|문수면|영주시|순흥면|영주시|영주동|영주시|풍기읍|영주시|휴천동,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncFullDown,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,288,15110899,경상북도 영주시_장애인복지시설,사회복지 - 사회복지일반,RDNMADR,5,5,1.0,283,0,영주시|단산면|영주시|문수면|영주시|안정면|영주시|이산면|영주시|풍기읍,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncFullDown,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,288,ep_YeongcheonMedicalfacility,경상북도 영천시_의료기관현황,보건 - 식품의약안전,addr,5,5,1.0,283,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|신녕면|영천시|완산동,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncListInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,308,15097251,경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,환경 - 환경일반,locplc,5,5,1.0,303,0,구미시|고아읍|구미시|도개면|구미시|산동읍|구미시|선산읍|구미시|해평면,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncListInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,308,15110898,경상북도 영주시_장기요양시설,사회복지 - 사회복지일반,ADRES,5,5,1.0,303,0,영주시|문수면|영주시|순흥면|영주시|영주동|영주시|풍기읍|영주시|휴천동,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncListInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,308,15110899,경상북도 영주시_장애인복지시설,사회복지 - 사회복지일반,RDNMADR,5,5,1.0,303,0,영주시|단산면|영주시|문수면|영주시|안정면|영주시|이산면|영주시|풍기읍,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncListInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,308,15157805,경상북도 영천시_임신부 할인업소 현황,보건 - 식품의약안전,addr,5,5,1.0,303,0,영천시|금호읍|영천시|북안면|영천시|신녕면|영천시|임고면|영천시|청통면,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncListInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,308,ep_YeongcheonFarmproduction,경상북도 영천시_농산물산지 현황,,addr,5,5,1.0,303,0,영천시|금호읍|영천시|신녕면|영천시|임고면|영천시|청통면|영천시|화남면,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncListInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,308,ep_YeongcheonMedicalfacility,경상북도 영천시_의료기관현황,보건 - 식품의약안전,addr,5,5,1.0,303,0,영천시|고경면|영천시|금호읍|영천시|북안면|영천시|신녕면|영천시|완산동,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15000736_getHsptlMdcncListInfoInqire,국립중앙의료원_전국 병·의원 찾기 서비스,보건 - 보건의료,dutyAddr,308,ep_YeongcheonPharmacy,경상북도 영천시_약국 현황,보건 - 식품의약안전,roadAddr,5,5,1.0,303,0,영천시|금호읍|영천시|대창면|영천시|북안면|영천시|신녕면|영천시|청통면,경산시|남산면|경산시|남천면|경산시|사동|경산시|삼풍동|경산시|압량면
emd,15097237,경상북도 구미시_농경지 용수 공급 시설,농림 - 농업·농촌,adreslnm,20,15097251,경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,환경 - 환경일반,locplc,5,5,1.0,15,0,구미시|고아읍|구미시|도개면|구미시|산동읍|구미시|선산읍|구미시|해평면,구미시|감문면|구미시|거의동|구미시|구포동|구미시|무을면|구미시|부곡동
emd,15097245,경상북도 구미시_축산 농가 현황,농림 - 농업·농촌,bplc_adreslnm,11,15097251,경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,환경 - 환경일반,locplc,5,5,1.0,6,0,구미시|고아읍|구미시|도개면|구미시|산동읍|구미시|선산읍|구미시|해평면,구미시|무을면|구미시|산동면|구미시|양호동|구미시|옥성면|구미시|장천면
emd,15097246,경상북도 구미시_일반 음식점,문화체육관광 - 관광,locplcrn,50,15097251,경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,환경 - 환경일반,locplc,5,5,1.0,45,0,구미시|고아읍|구미시|도개면|구미시|산동읍|구미시|선산읍|구미시|해평면,구미시|가동|구미시|가동동|구미시|거의동|구미시|공단동|구미시|광평동
emd,15097247,경상북도 구미시_저수지 현황,농림 - 농업·농촌,adres,13,15097251,경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,환경 - 환경일반,locplc,5,5,1.0,8,0,구미시|고아읍|구미시|도개면|구미시|산동읍|구미시|선산읍|구미시|해평면,구미시|도량동|구미시|무을면|구미시|선주원남동|구미시|양포동|구미시|옥성면
emd,15097248,경상북도 구미시_어린이 보호 구역,공공질서및안전 - 안전관리,lnm_adres,32,15097251,경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,환경 - 환경일반,locplc,5,5,1.0,27,0,구미시|고아읍|구미시|도개면|구미시|산동읍|구미시|선산읍|구미시|해평면,구미시|공단동|구미시|광평동|구미시|구평동|구미시|구포동|구미시|금전동
emd,15097249,경상북도 구미시_경로당,사회복지 - 노인·청소년,lnm_adres,36,15097251,경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,환경 - 환경일반,locplc,5,5,1.0,31,0,구미시|고아읍|구미시|도개면|구미시|산동읍|구미시|선산읍|구미시|해평면,구미시|거의동|구미시|공단동|구미시|광평동|구미시|구평동|구미시|구포동
emd,15097250,경상북도 구미시_공공와이파이 현황,통신 - 방송통신,locplc_rdnmadr,35,15097251,경상북도 구미시_가축분뇨 배출시설 설치 허가 농가,환경 - 환경일반,locplc,5,5,1.0,30,0,구미시|고아읍|구미시|도개면|구미시|산동읍|구미시|선산읍|구미시|해평면,구미시|거의동|구미시|공단동|구미시|광평동|구미시|구평동|구미시|구포동
